Datetime (UTC),Country,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
2021-01-01,Estonia,EE,236.34,290.34,64.53,40.08,entsoe.eu
2021-01-02,Estonia,EE,278.44,333.54,60.28,37.84,entsoe.eu
2021-01-03,Estonia,EE,259.36,314.01,62.12,39.38,entsoe.eu
2021-01-04,Estonia,EE,356.07,410.65,49.19,30.82,entsoe.eu
2021-01-05,Estonia,EE,382.41,431.06,45.09,28.4,entsoe.eu
2021-01-06,Estonia,EE,370.9,422.11,47.5,30.62,entsoe.eu
2021-01-07,Estonia,EE,496.44,539.77,30.57,19.53,entsoe.eu
2021-01-08,Estonia,EE,562.74,610.11,24.24,15.56,entsoe.eu
2021-01-09,Estonia,EE,464.17,516.25,35.79,23.35,entsoe.eu
2021-01-10,Estonia,EE,353.07,410.64,51.23,36.17,entsoe.eu
2021-01-11,Estonia,EE,339.3,397.49,54.16,39.35,entsoe.eu
2021-01-12,Estonia,EE,354.22,409.57,53.79,41.37,entsoe.eu
2021-01-13,Estonia,EE,384.95,439.71,49.39,35.53,entsoe.eu
2021-01-14,Estonia,EE,551.68,601.05,25.27,19.44,entsoe.eu
2021-01-15,Estonia,EE,564.03,614.55,23.26,17.61,entsoe.eu
2021-01-16,Estonia,EE,510.96,561.82,28.67,19.16,entsoe.eu
2021-01-17,Estonia,EE,420.02,481.39,43.89,29.04,entsoe.eu
2021-01-18,Estonia,EE,450.22,510.53,39.3,27.15,entsoe.eu
2021-01-19,Estonia,EE,421.43,480.75,42.44,30.32,entsoe.eu
2021-01-20,Estonia,EE,368.47,426.36,51.57,36.91,entsoe.eu
2021-01-21,Estonia,EE,320.32,375.24,56.79,41.18,entsoe.eu
2021-01-22,Estonia,EE,311.92,366.29,57.21,43.02,entsoe.eu
2021-01-23,Estonia,EE,310.4,363.22,56.28,40.54,entsoe.eu
2021-01-24,Estonia,EE,422.8,477.02,41.04,27.52,entsoe.eu
2021-01-25,Estonia,EE,436.71,498.84,42.32,31.78,entsoe.eu
2021-01-26,Estonia,EE,491.79,552.45,32.9,24.48,entsoe.eu
2021-01-27,Estonia,EE,462.23,523.72,37.69,26.46,entsoe.eu
2021-01-28,Estonia,EE,489.45,550.77,33.37,23.37,entsoe.eu
2021-01-29,Estonia,EE,444.99,507.66,41.15,30.86,entsoe.eu
2021-01-30,Estonia,EE,458.27,511.08,38.74,27.02,entsoe.eu
2021-01-31,Estonia,EE,492.24,544.84,33.87,23.01,entsoe.eu
2021-02-01,Estonia,EE,619.48,674.0,20.09,15.74,entsoe.eu
2021-02-02,Estonia,EE,587.7,634.84,22.85,15.92,Electricity Maps Estimation; entsoe.eu
2021-02-03,Estonia,EE,444.54,493.64,39.82,26.73,entsoe.eu
2021-02-04,Estonia,EE,466.79,509.56,35.35,24.03,entsoe.eu
2021-02-05,Estonia,EE,558.78,606.85,27.27,19.72,entsoe.eu
2021-02-06,Estonia,EE,414.96,462.56,43.62,29.48,entsoe.eu
2021-02-07,Estonia,EE,416.01,459.46,42.07,26.66,entsoe.eu
2021-02-08,Estonia,EE,464.97,515.17,36.09,24.01,entsoe.eu
2021-02-09,Estonia,EE,552.67,608.65,27.44,21.29,entsoe.eu
2021-02-10,Estonia,EE,608.57,662.26,21.11,16.07,entsoe.eu
2021-02-11,Estonia,EE,627.01,678.83,18.15,13.58,entsoe.eu
2021-02-12,Estonia,EE,570.59,626.36,25.99,18.13,entsoe.eu
2021-02-13,Estonia,EE,385.1,439.09,47.24,32.36,entsoe.eu
2021-02-14,Estonia,EE,406.73,450.33,42.5,27.3,entsoe.eu
2021-02-15,Estonia,EE,413.59,471.81,45.11,32.26,entsoe.eu
2021-02-16,Estonia,EE,372.54,432.27,50.32,36.81,entsoe.eu
2021-02-17,Estonia,EE,568.25,629.69,25.82,19.86,entsoe.eu
2021-02-18,Estonia,EE,515.59,578.16,31.25,23.98,entsoe.eu
2021-02-19,Estonia,EE,417.64,478.45,43.38,31.48,entsoe.eu
2021-02-20,Estonia,EE,354.95,414.61,52.79,36.06,entsoe.eu
2021-02-21,Estonia,EE,351.17,409.06,52.65,35.18,entsoe.eu
2021-02-22,Estonia,EE,384.55,443.53,48.66,33.18,entsoe.eu
2021-02-23,Estonia,EE,355.72,412.26,52.33,36.38,entsoe.eu
2021-02-24,Estonia,EE,345.97,403.12,53.86,38.25,entsoe.eu
2021-02-25,Estonia,EE,296.38,351.04,59.76,43.11,entsoe.eu
2021-02-26,Estonia,EE,268.17,321.4,62.48,46.15,entsoe.eu
2021-02-27,Estonia,EE,273.06,326.32,61.43,43.15,entsoe.eu
2021-02-28,Estonia,EE,233.46,285.14,66.18,45.18,entsoe.eu
2021-03-01,Estonia,EE,216.39,270.89,69.59,51.38,entsoe.eu
2021-03-02,Estonia,EE,167.75,221.77,74.96,56.07,entsoe.eu
2021-03-03,Estonia,EE,220.05,274.69,68.63,50.54,entsoe.eu
2021-03-04,Estonia,EE,247.82,304.48,64.51,47.0,entsoe.eu
2021-03-05,Estonia,EE,268.03,325.4,61.57,42.35,entsoe.eu
2021-03-06,Estonia,EE,166.55,208.19,73.5,52.62,entsoe.eu
2021-03-07,Estonia,EE,176.52,218.68,71.15,51.12,entsoe.eu
2021-03-08,Estonia,EE,330.75,378.74,50.84,33.45,entsoe.eu
2021-03-09,Estonia,EE,366.84,423.14,49.3,34.92,entsoe.eu
2021-03-10,Estonia,EE,387.93,440.95,46.16,36.35,entsoe.eu
2021-03-11,Estonia,EE,260.76,307.01,61.21,45.83,entsoe.eu
2021-03-12,Estonia,EE,289.21,331.87,56.54,40.76,entsoe.eu
2021-03-13,Estonia,EE,271.01,298.5,54.03,33.81,entsoe.eu
2021-03-14,Estonia,EE,264.75,296.5,55.81,32.71,entsoe.eu
2021-03-15,Estonia,EE,252.92,310.88,62.78,41.89,entsoe.eu
2021-03-16,Estonia,EE,263.56,325.32,61.27,40.19,entsoe.eu
2021-03-17,Estonia,EE,263.37,323.04,60.9,40.49,entsoe.eu
2021-03-18,Estonia,EE,286.61,344.9,59.4,41.51,entsoe.eu
2021-03-19,Estonia,EE,349.08,407.59,51.53,37.71,entsoe.eu
2021-03-20,Estonia,EE,234.75,271.6,63.11,43.68,entsoe.eu
2021-03-21,Estonia,EE,229.89,267.87,64.09,46.22,entsoe.eu
2021-03-22,Estonia,EE,290.26,343.39,58.55,40.12,entsoe.eu
2021-03-23,Estonia,EE,285.25,337.24,59.46,41.27,entsoe.eu
2021-03-24,Estonia,EE,214.83,261.62,68.47,50.53,entsoe.eu
2021-03-25,Estonia,EE,278.21,330.44,60.4,41.36,entsoe.eu
2021-03-26,Estonia,EE,232.33,284.79,64.98,42.81,entsoe.eu
2021-03-27,Estonia,EE,176.78,213.24,69.41,45.0,entsoe.eu
2021-03-28,Estonia,EE,205.92,236.78,63.66,44.06,entsoe.eu
2021-03-29,Estonia,EE,105.47,153.35,81.81,61.35,entsoe.eu
2021-03-30,Estonia,EE,103.36,153.95,82.89,59.72,entsoe.eu
2021-03-31,Estonia,EE,219.92,276.09,68.97,48.09,entsoe.eu
2021-04-01,Estonia,EE,199.3,255.08,70.73,49.66,entsoe.eu
2021-04-02,Estonia,EE,150.95,205.97,76.36,50.5,entsoe.eu
2021-04-03,Estonia,EE,152.22,202.68,77.16,51.85,entsoe.eu
2021-04-04,Estonia,EE,109.94,158.95,82.81,60.85,entsoe.eu
2021-04-05,Estonia,EE,142.5,179.11,75.54,58.2,entsoe.eu
2021-04-06,Estonia,EE,118.53,165.87,80.25,60.39,entsoe.eu
2021-04-07,Estonia,EE,277.6,334.21,60.64,43.89,entsoe.eu
2021-04-08,Estonia,EE,243.26,301.64,65.7,46.8,entsoe.eu
2021-04-09,Estonia,EE,111.37,152.9,81.54,62.36,entsoe.eu
2021-04-10,Estonia,EE,125.95,171.08,80.63,58.15,entsoe.eu
2021-04-11,Estonia,EE,148.07,196.83,76.91,53.54,entsoe.eu
2021-04-12,Estonia,EE,216.38,262.53,67.89,48.5,entsoe.eu
2021-04-13,Estonia,EE,285.49,340.92,59.86,39.0,entsoe.eu
2021-04-14,Estonia,EE,327.29,384.25,54.51,37.25,entsoe.eu
2021-04-15,Estonia,EE,336.06,386.66,52.4,38.56,entsoe.eu
2021-04-16,Estonia,EE,264.41,315.67,62.21,46.67,entsoe.eu
2021-04-17,Estonia,EE,154.23,200.46,75.45,49.92,entsoe.eu
2021-04-18,Estonia,EE,173.12,221.1,72.9,46.14,entsoe.eu
2021-04-19,Estonia,EE,253.76,307.52,63.96,42.85,entsoe.eu
2021-04-20,Estonia,EE,276.76,329.46,61.49,40.63,entsoe.eu
2021-04-21,Estonia,EE,248.79,302.58,64.79,42.21,entsoe.eu
2021-04-22,Estonia,EE,180.83,236.45,72.36,50.88,entsoe.eu
2021-04-23,Estonia,EE,180.99,232.85,73.91,53.26,entsoe.eu
2021-04-24,Estonia,EE,167.69,217.3,76.34,55.2,entsoe.eu
2021-04-25,Estonia,EE,182.62,232.36,73.86,54.27,entsoe.eu
2021-04-26,Estonia,EE,322.71,380.77,56.25,42.52,entsoe.eu
2021-04-27,Estonia,EE,377.43,438.27,49.98,36.45,entsoe.eu
2021-04-28,Estonia,EE,359.65,419.98,51.94,38.06,entsoe.eu
2021-04-29,Estonia,EE,359.3,420.61,51.87,38.83,entsoe.eu
2021-04-30,Estonia,EE,342.13,401.69,54.06,41.58,entsoe.eu
2021-05-01,Estonia,EE,298.09,353.21,58.33,43.1,entsoe.eu
2021-05-02,Estonia,EE,250.93,306.79,61.67,46.97,entsoe.eu
2021-05-03,Estonia,EE,334.82,377.0,51.99,39.16,entsoe.eu
2021-05-04,Estonia,EE,308.43,365.43,56.61,42.81,entsoe.eu
2021-05-05,Estonia,EE,166.61,212.27,71.02,51.55,entsoe.eu
2021-05-06,Estonia,EE,358.52,418.03,50.21,37.5,entsoe.eu
2021-05-07,Estonia,EE,462.94,525.96,38.65,29.4,entsoe.eu
2021-05-08,Estonia,EE,359.19,406.1,48.38,35.59,entsoe.eu
2021-05-09,Estonia,EE,389.28,429.01,43.34,32.65,entsoe.eu
2021-05-10,Estonia,EE,324.42,371.67,54.37,44.71,entsoe.eu
2021-05-11,Estonia,EE,277.86,326.26,61.37,47.53,entsoe.eu
2021-05-12,Estonia,EE,177.85,225.26,73.92,52.74,entsoe.eu
2021-05-13,Estonia,EE,169.22,217.71,74.92,49.9,entsoe.eu
2021-05-14,Estonia,EE,170.81,218.62,74.69,49.11,entsoe.eu
2021-05-15,Estonia,EE,192.74,237.23,70.82,44.46,entsoe.eu
2021-05-16,Estonia,EE,213.99,262.08,67.72,46.06,entsoe.eu
2021-05-17,Estonia,EE,258.78,306.01,63.03,46.85,entsoe.eu
2021-05-18,Estonia,EE,369.05,421.47,50.14,36.03,entsoe.eu
2021-05-19,Estonia,EE,288.18,335.69,61.16,45.87,entsoe.eu
2021-05-20,Estonia,EE,255.48,303.47,63.7,47.55,entsoe.eu
2021-05-21,Estonia,EE,229.77,276.97,66.46,52.16,entsoe.eu
2021-05-22,Estonia,EE,84.93,134.73,84.46,62.66,entsoe.eu
2021-05-23,Estonia,EE,106.82,151.29,80.67,57.12,entsoe.eu
2021-05-24,Estonia,EE,265.17,313.97,61.49,45.92,entsoe.eu
2021-05-25,Estonia,EE,278.22,325.82,60.11,44.55,entsoe.eu
2021-05-26,Estonia,EE,204.39,247.01,70.67,54.72,entsoe.eu
2021-05-27,Estonia,EE,235.24,282.71,66.92,50.28,entsoe.eu
2021-05-28,Estonia,EE,238.08,284.4,66.55,49.58,entsoe.eu
2021-05-29,Estonia,EE,286.41,334.48,59.97,46.39,entsoe.eu
2021-05-30,Estonia,EE,264.58,311.66,62.63,44.55,entsoe.eu
2021-05-31,Estonia,EE,278.67,325.54,62.53,45.74,entsoe.eu
2021-06-01,Estonia,EE,293.31,340.72,60.66,44.13,entsoe.eu
2021-06-02,Estonia,EE,297.5,344.74,60.07,43.23,entsoe.eu
2021-06-03,Estonia,EE,312.11,357.06,58.06,42.6,entsoe.eu
2021-06-04,Estonia,EE,298.97,345.31,59.67,42.16,entsoe.eu
2021-06-05,Estonia,EE,236.86,279.39,65.97,45.43,entsoe.eu
2021-06-06,Estonia,EE,230.55,273.2,66.41,44.32,entsoe.eu
2021-06-07,Estonia,EE,324.21,376.67,55.73,40.34,entsoe.eu
2021-06-08,Estonia,EE,328.42,380.28,55.45,39.86,entsoe.eu
2021-06-09,Estonia,EE,309.05,359.86,57.97,41.48,entsoe.eu
2021-06-10,Estonia,EE,327.78,380.3,55.89,41.03,entsoe.eu
2021-06-11,Estonia,EE,299.59,350.09,59.55,44.14,entsoe.eu
2021-06-12,Estonia,EE,208.1,253.54,70.48,50.64,entsoe.eu
2021-06-13,Estonia,EE,239.44,285.76,65.9,49.48,entsoe.eu
2021-06-14,Estonia,EE,276.91,323.83,62.3,46.28,entsoe.eu
2021-06-15,Estonia,EE,282.66,328.76,62.17,45.93,entsoe.eu
2021-06-16,Estonia,EE,399.29,454.92,48.07,35.87,entsoe.eu
2021-06-17,Estonia,EE,393.93,448.45,48.76,36.74,entsoe.eu
2021-06-18,Estonia,EE,311.77,361.74,58.2,41.74,entsoe.eu
2021-06-19,Estonia,EE,250.5,294.88,64.48,39.91,entsoe.eu
2021-06-20,Estonia,EE,187.69,229.07,71.56,43.05,entsoe.eu
2021-06-21,Estonia,EE,212.07,256.18,69.86,46.17,entsoe.eu
2021-06-22,Estonia,EE,333.93,387.2,55.24,38.36,entsoe.eu
2021-06-23,Estonia,EE,395.03,451.78,48.09,33.21,entsoe.eu
2021-06-24,Estonia,EE,292.23,340.91,60.28,37.64,entsoe.eu
2021-06-25,Estonia,EE,223.55,270.62,68.84,43.02,entsoe.eu
2021-06-26,Estonia,EE,180.12,223.26,72.75,46.47,entsoe.eu
2021-06-27,Estonia,EE,209.54,253.96,69.42,42.92,entsoe.eu
2021-06-28,Estonia,EE,243.04,291.85,66.74,44.9,entsoe.eu
2021-06-29,Estonia,EE,316.89,369.9,57.11,42.48,entsoe.eu
2021-06-30,Estonia,EE,293.49,345.4,60.9,43.47,entsoe.eu
2021-07-01,Estonia,EE,286.62,337.47,63.14,44.41,entsoe.eu
2021-07-02,Estonia,EE,318.33,373.14,58.04,42.56,entsoe.eu
2021-07-03,Estonia,EE,260.6,309.9,65.21,42.88,entsoe.eu
2021-07-04,Estonia,EE,261.09,308.39,65.13,42.32,entsoe.eu
2021-07-05,Estonia,EE,347.8,398.1,55.07,37.12,entsoe.eu
2021-07-06,Estonia,EE,270.45,317.03,64.01,43.03,entsoe.eu
2021-07-07,Estonia,EE,396.81,446.48,48.26,34.1,entsoe.eu
2021-07-08,Estonia,EE,307.09,353.85,59.75,40.24,entsoe.eu
2021-07-09,Estonia,EE,334.14,383.96,56.14,37.87,entsoe.eu
2021-07-10,Estonia,EE,271.31,317.24,63.8,41.42,entsoe.eu
2021-07-11,Estonia,EE,266.25,313.26,64.41,40.01,entsoe.eu
2021-07-12,Estonia,EE,285.66,332.07,62.13,40.99,entsoe.eu
2021-07-13,Estonia,EE,413.33,463.97,44.95,30.81,entsoe.eu
2021-07-14,Estonia,EE,530.91,584.54,29.78,22.12,entsoe.eu
2021-07-15,Estonia,EE,456.63,509.3,40.93,28.64,entsoe.eu
2021-07-16,Estonia,EE,302.47,349.59,60.01,39.06,entsoe.eu
2021-07-17,Estonia,EE,280.04,326.86,62.85,39.69,entsoe.eu
2021-07-18,Estonia,EE,213.65,256.56,70.32,44.59,entsoe.eu
2021-07-19,Estonia,EE,269.33,314.27,63.86,41.89,entsoe.eu
2021-07-20,Estonia,EE,243.54,287.39,67.2,43.71,entsoe.eu
2021-07-21,Estonia,EE,240.67,285.55,67.47,45.07,entsoe.eu
2021-07-22,Estonia,EE,256.02,301.85,65.84,44.63,entsoe.eu
2021-07-23,Estonia,EE,254.9,301.83,65.91,42.45,entsoe.eu
2021-07-24,Estonia,EE,272.59,323.69,63.74,39.83,entsoe.eu
2021-07-25,Estonia,EE,275.69,329.19,63.13,40.05,entsoe.eu
2021-07-26,Estonia,EE,335.28,384.57,55.48,37.25,entsoe.eu
2021-07-27,Estonia,EE,308.24,361.15,59.36,40.29,entsoe.eu
2021-07-28,Estonia,EE,311.92,363.72,58.75,40.01,entsoe.eu
2021-07-29,Estonia,EE,280.38,330.18,62.91,43.3,entsoe.eu
2021-07-30,Estonia,EE,293.82,341.71,60.76,43.37,entsoe.eu
2021-07-31,Estonia,EE,240.7,287.13,65.81,42.12,entsoe.eu
2021-08-01,Estonia,EE,212.88,254.72,68.93,41.49,entsoe.eu
2021-08-02,Estonia,EE,205.43,243.37,68.53,41.49,entsoe.eu
2021-08-03,Estonia,EE,239.63,282.7,67.23,44.37,entsoe.eu
2021-08-04,Estonia,EE,267.63,313.72,63.56,39.78,entsoe.eu
2021-08-05,Estonia,EE,266.92,312.35,63.53,39.84,entsoe.eu
2021-08-06,Estonia,EE,255.08,300.02,64.99,43.29,entsoe.eu
2021-08-07,Estonia,EE,221.51,259.91,67.81,42.25,entsoe.eu
2021-08-08,Estonia,EE,180.65,219.41,72.43,45.19,entsoe.eu
2021-08-09,Estonia,EE,290.13,334.67,61.2,39.36,entsoe.eu
2021-08-10,Estonia,EE,283.21,326.83,61.66,39.51,entsoe.eu
2021-08-11,Estonia,EE,299.75,345.12,59.02,36.77,entsoe.eu
2021-08-12,Estonia,EE,292.74,338.87,60.29,37.97,entsoe.eu
2021-08-13,Estonia,EE,277.24,321.45,62.66,40.23,entsoe.eu
2021-08-14,Estonia,EE,264.56,306.74,63.42,39.63,entsoe.eu
2021-08-15,Estonia,EE,285.33,328.38,60.97,40.97,entsoe.eu
2021-08-16,Estonia,EE,291.02,334.0,59.92,38.07,entsoe.eu
2021-08-17,Estonia,EE,283.76,326.27,60.85,38.02,entsoe.eu
2021-08-18,Estonia,EE,194.13,232.61,72.68,50.9,entsoe.eu
2021-08-19,Estonia,EE,214.41,254.57,69.12,46.58,entsoe.eu
2021-08-20,Estonia,EE,235.08,276.9,66.37,44.24,entsoe.eu
2021-08-21,Estonia,EE,265.87,308.08,62.89,38.82,entsoe.eu
2021-08-22,Estonia,EE,243.05,283.74,65.39,43.76,entsoe.eu
2021-08-23,Estonia,EE,260.49,302.46,63.97,46.44,entsoe.eu
2021-08-24,Estonia,EE,309.72,351.59,56.46,38.42,entsoe.eu
2021-08-25,Estonia,EE,239.54,280.61,66.21,48.08,entsoe.eu
2021-08-26,Estonia,EE,251.63,294.16,65.43,46.78,entsoe.eu
2021-08-27,Estonia,EE,290.74,332.12,59.78,40.83,entsoe.eu
2021-08-28,Estonia,EE,177.6,211.12,72.08,48.66,entsoe.eu
2021-08-29,Estonia,EE,186.34,224.21,70.98,46.66,entsoe.eu
2021-08-30,Estonia,EE,221.48,265.55,68.3,47.23,entsoe.eu
2021-08-31,Estonia,EE,259.46,306.75,64.19,44.95,entsoe.eu
2021-09-01,Estonia,EE,284.12,329.01,61.85,45.98,entsoe.eu
2021-09-02,Estonia,EE,330.67,377.16,56.3,41.41,entsoe.eu
2021-09-03,Estonia,EE,327.61,375.22,57.03,42.86,entsoe.eu
2021-09-04,Estonia,EE,305.29,351.86,58.61,41.31,entsoe.eu
2021-09-05,Estonia,EE,311.79,359.13,57.78,38.64,entsoe.eu
2021-09-06,Estonia,EE,361.72,410.68,52.09,35.16,entsoe.eu
2021-09-07,Estonia,EE,350.42,398.34,53.44,37.63,entsoe.eu
2021-09-08,Estonia,EE,307.24,352.68,58.29,41.16,entsoe.eu
2021-09-09,Estonia,EE,363.49,411.76,52.06,35.75,entsoe.eu
2021-09-10,Estonia,EE,378.57,427.4,50.12,32.47,entsoe.eu
2021-09-11,Estonia,EE,322.97,371.21,56.87,38.21,entsoe.eu
2021-09-12,Estonia,EE,327.98,374.81,56.32,38.78,entsoe.eu
2021-09-13,Estonia,EE,371.21,419.29,52.29,41.86,entsoe.eu
2021-09-14,Estonia,EE,390.53,439.3,50.01,40.66,entsoe.eu
2021-09-15,Estonia,EE,436.39,491.39,43.48,32.86,entsoe.eu
2021-09-16,Estonia,EE,382.04,433.32,49.8,33.61,entsoe.eu
2021-09-17,Estonia,EE,351.72,402.03,53.08,36.6,entsoe.eu
2021-09-18,Estonia,EE,302.41,352.25,59.05,39.99,entsoe.eu
2021-09-19,Estonia,EE,207.76,251.81,69.5,48.11,entsoe.eu
2021-09-20,Estonia,EE,352.4,402.68,53.46,38.5,entsoe.eu
2021-09-21,Estonia,EE,393.81,447.9,48.12,32.63,entsoe.eu
2021-09-22,Estonia,EE,373.3,425.99,50.58,35.08,entsoe.eu
2021-09-23,Estonia,EE,209.79,254.03,69.82,50.84,entsoe.eu
2021-09-24,Estonia,EE,255.32,300.64,63.05,41.52,entsoe.eu
2021-09-25,Estonia,EE,281.53,331.85,61.25,39.87,entsoe.eu
2021-09-26,Estonia,EE,289.1,341.3,60.3,39.94,entsoe.eu
2021-09-27,Estonia,EE,359.05,411.88,52.7,35.85,entsoe.eu
2021-09-28,Estonia,EE,369.49,422.73,51.58,35.8,entsoe.eu
2021-09-29,Estonia,EE,390.83,444.72,48.75,32.21,entsoe.eu
2021-09-30,Estonia,EE,328.45,379.39,56.06,36.61,entsoe.eu
2021-10-01,Estonia,EE,315.49,365.43,57.54,37.08,entsoe.eu
2021-10-02,Estonia,EE,211.53,258.44,69.38,46.41,entsoe.eu
2021-10-03,Estonia,EE,203.77,250.18,70.8,50.39,entsoe.eu
2021-10-04,Estonia,EE,309.27,357.11,60.06,44.07,entsoe.eu
2021-10-05,Estonia,EE,337.22,383.82,56.51,39.17,entsoe.eu
2021-10-06,Estonia,EE,291.02,335.51,62.09,44.57,entsoe.eu
2021-10-07,Estonia,EE,348.67,396.86,55.76,39.08,entsoe.eu
2021-10-08,Estonia,EE,351.81,400.57,54.81,35.98,entsoe.eu
2021-10-09,Estonia,EE,293.2,341.91,60.48,36.88,entsoe.eu
2021-10-10,Estonia,EE,246.84,292.21,65.33,43.0,entsoe.eu
2021-10-11,Estonia,EE,308.95,356.55,58.82,40.98,entsoe.eu
2021-10-12,Estonia,EE,364.5,416.95,52.02,32.28,entsoe.eu
2021-10-13,Estonia,EE,425.65,482.66,44.36,27.19,entsoe.eu
2021-10-14,Estonia,EE,332.16,381.94,56.33,38.58,entsoe.eu
2021-10-15,Estonia,EE,196.82,242.6,72.21,51.98,entsoe.eu
2021-10-16,Estonia,EE,178.18,225.31,74.66,54.67,entsoe.eu
2021-10-17,Estonia,EE,202.85,251.74,71.55,53.13,entsoe.eu
2021-10-18,Estonia,EE,262.32,309.81,64.38,46.99,entsoe.eu
2021-10-19,Estonia,EE,364.82,420.33,51.41,35.81,entsoe.eu
2021-10-20,Estonia,EE,193.41,239.36,73.73,54.59,entsoe.eu
2021-10-21,Estonia,EE,238.75,288.46,67.13,47.01,entsoe.eu
2021-10-22,Estonia,EE,239.27,287.23,68.14,50.35,entsoe.eu
2021-10-23,Estonia,EE,332.18,386.04,56.01,38.24,entsoe.eu
2021-10-24,Estonia,EE,301.18,351.56,59.88,39.12,entsoe.eu
2021-10-25,Estonia,EE,340.17,391.38,55.84,38.44,entsoe.eu
2021-10-26,Estonia,EE,403.36,456.21,48.12,31.37,entsoe.eu
2021-10-27,Estonia,EE,405.24,459.05,48.35,32.79,entsoe.eu
2021-10-28,Estonia,EE,331.25,382.9,57.11,39.85,entsoe.eu
2021-10-29,Estonia,EE,287.17,336.95,62.81,45.84,entsoe.eu
2021-10-30,Estonia,EE,265.74,317.34,64.58,45.21,entsoe.eu
2021-10-31,Estonia,EE,276.15,328.47,62.95,43.8,entsoe.eu
2021-11-01,Estonia,EE,311.93,366.84,59.31,43.23,entsoe.eu
2021-11-02,Estonia,EE,344.12,396.95,55.53,40.21,entsoe.eu
2021-11-03,Estonia,EE,392.5,446.07,49.86,33.68,entsoe.eu
2021-11-04,Estonia,EE,397.71,452.34,48.77,32.39,entsoe.eu
2021-11-05,Estonia,EE,316.82,369.19,58.08,40.11,entsoe.eu
2021-11-06,Estonia,EE,227.39,278.78,68.52,47.49,entsoe.eu
2021-11-07,Estonia,EE,225.8,276.78,68.91,48.24,entsoe.eu
2021-11-08,Estonia,EE,400.19,452.77,49.11,35.93,entsoe.eu
2021-11-09,Estonia,EE,345.54,396.02,56.29,41.87,entsoe.eu
2021-11-10,Estonia,EE,240.67,286.69,68.43,50.97,entsoe.eu
2021-11-11,Estonia,EE,261.34,309.76,65.97,47.93,entsoe.eu
2021-11-12,Estonia,EE,301.56,349.84,60.8,43.12,entsoe.eu
2021-11-13,Estonia,EE,364.66,418.26,52.07,32.81,entsoe.eu
2021-11-14,Estonia,EE,349.3,403.26,54.08,35.79,entsoe.eu
2021-11-15,Estonia,EE,372.09,425.97,52.59,38.6,entsoe.eu
2021-11-16,Estonia,EE,365.0,416.89,53.02,37.71,entsoe.eu
2021-11-17,Estonia,EE,372.68,426.06,52.23,37.47,entsoe.eu
2021-11-18,Estonia,EE,315.84,367.0,59.6,42.51,entsoe.eu
2021-11-19,Estonia,EE,317.55,370.53,58.31,41.54,entsoe.eu
2021-11-20,Estonia,EE,281.74,330.82,62.86,45.06,entsoe.eu
2021-11-21,Estonia,EE,311.74,362.67,59.37,41.96,entsoe.eu
2021-11-22,Estonia,EE,415.4,469.73,46.91,32.87,entsoe.eu
2021-11-23,Estonia,EE,415.4,471.76,45.75,32.81,entsoe.eu
2021-11-24,Estonia,EE,396.87,450.29,49.01,34.81,entsoe.eu
2021-11-25,Estonia,EE,433.81,488.67,44.69,32.48,entsoe.eu
2021-11-26,Estonia,EE,539.74,604.15,31.01,24.55,entsoe.eu
2021-11-27,Estonia,EE,498.45,557.04,37.31,31.88,entsoe.eu
2021-11-28,Estonia,EE,594.3,659.83,25.24,22.73,entsoe.eu
2021-11-29,Estonia,EE,561.99,628.57,26.85,25.1,entsoe.eu
2021-11-30,Estonia,EE,449.87,504.92,42.82,32.68,entsoe.eu
2021-12-01,Estonia,EE,537.79,601.84,31.48,25.54,entsoe.eu
2021-12-02,Estonia,EE,598.15,664.25,23.89,22.16,entsoe.eu
2021-12-03,Estonia,EE,486.66,546.68,37.57,28.28,entsoe.eu
2021-12-04,Estonia,EE,455.65,514.52,40.99,28.52,entsoe.eu
2021-12-05,Estonia,EE,508.4,570.38,35.03,25.54,entsoe.eu
2021-12-06,Estonia,EE,539.22,602.44,31.45,22.89,entsoe.eu
2021-12-07,Estonia,EE,510.21,574.74,33.51,25.13,entsoe.eu
2021-12-08,Estonia,EE,586.0,654.68,23.84,19.5,entsoe.eu
2021-12-09,Estonia,EE,480.66,539.77,37.98,27.79,entsoe.eu
2021-12-10,Estonia,EE,425.48,479.85,45.41,33.8,entsoe.eu
2021-12-11,Estonia,EE,438.58,495.46,43.72,29.31,entsoe.eu
2021-12-12,Estonia,EE,439.71,497.89,43.79,27.69,entsoe.eu
2021-12-13,Estonia,EE,470.34,528.4,40.04,27.39,entsoe.eu
2021-12-14,Estonia,EE,483.52,539.4,38.33,27.3,entsoe.eu
2021-12-15,Estonia,EE,409.6,460.22,47.54,33.7,entsoe.eu
2021-12-16,Estonia,EE,402.24,453.98,48.35,35.99,entsoe.eu
2021-12-17,Estonia,EE,480.17,536.88,38.76,28.54,entsoe.eu
2021-12-18,Estonia,EE,293.77,342.98,60.8,43.66,entsoe.eu
2021-12-19,Estonia,EE,297.95,347.69,60.54,44.88,entsoe.eu
2021-12-20,Estonia,EE,594.84,658.54,25.91,23.1,entsoe.eu
2021-12-21,Estonia,EE,621.0,687.74,22.47,18.76,entsoe.eu
